식품명,대표식품코드,대표식품명,식품중분류코드,식품소분류코드,에너지(kcal),단백질(g),당류(g),나트륨(mg),포화지방산(g),카페인(mg),업체명
과ㆍ채주스_골드키위 주스,20716,과ㆍ채주스,2071600,207160000,58,0.18,13.53,5,0,0,이디야
과ㆍ채주스_기운내라임 병음료,20716,과ㆍ채주스,2071600,207160000,47,0.53,11.58,3,0,0,스타벅스
과ㆍ채주스_놀라운망고,20716,과ㆍ채주스,2071600,207160000,32,0.03,8.03,0,0.03,0,커피에반하다
과ㆍ채주스_놀라운청포도,20716,과ㆍ채주스,2071600,207160000,32,0.01,8.88,0,0.03,0,커피에반하다
과ㆍ채주스_놀라운패션후르츠,20716,과ㆍ채주스,2071600,207160000,31,0.01,8.25,0,0.03,0,커피에반하다
과ㆍ채주스_딸기 주스,20716,과ㆍ채주스,2071600,207160000,36,0.96,2.41,0,0,0,토프레소
과ㆍ채주스_딸기바나나 주스,20716,과ㆍ채주스,2071600,207160000,41,0.76,5.31,5,0.24,0,메가커피
과ㆍ채주스_딸기 주스 병음료,20716,과ㆍ채주스,2071600,207160000,58,0,13.16,16,0,0,스타벅스
과ㆍ채주스_딸기 주스,20716,과ㆍ채주스,2071600,207160000,27,0.17,3.86,0,0,0,메가커피
과ㆍ채주스_딸기 주스,20716,과ㆍ채주스,2071600,207160000,63,0.42,14.31,1,0,0,이디야
과ㆍ채주스_딸기 주스,20716,과ㆍ채주스,2071600,207160000,90,0.28,20.85,7,0,0,커피에반하다
과ㆍ채주스_리얼 수박 주스,20716,과ㆍ채주스,2071600,207160000,45,0.48,8.92,1,0,0,토프레소
과ㆍ채주스_리얼수박 주스,20716,과ㆍ채주스,2071600,207160000,31,0.56,6.48,5,0,0,커피에반하다
과ㆍ채주스_망고 주스 (J),20716,과ㆍ채주스,2071600,207160000,27,0.15,5.07,5,0,0,공차
과ㆍ채주스_망고 주스 (L),20716,과ㆍ채주스,2071600,207160000,27,0,5.07,5,0,0,공차
과ㆍ채주스_망고 주스,20716,과ㆍ채주스,2071600,207160000,45,0,9.4,9,0,0,토프레소
과ㆍ채주스_망고 주스 병음료,20716,과ㆍ채주스,2071600,207160000,62,0.53,12.11,8,0,0,스타벅스
과ㆍ채주스_밀싹 케일 주스,20716,과ㆍ채주스,2071600,207160000,29,0.24,5.3,4,0,0,토프레소
과ㆍ채주스_비트 사과 주스,20716,과ㆍ채주스,2071600,207160000,31,0.24,5.54,7,0,0,토프레소
과ㆍ채주스_생과일 수박 주스,20716,과ㆍ채주스,2071600,207160000,33,0.48,5.56,6,0,0,이디야
과ㆍ채주스_생과일 토마토 주스,20716,과ㆍ채주스,2071600,207160000,31,0.48,5.07,9,0,0,이디야
과ㆍ채주스_수박머스캣 소다,20716,과ㆍ채주스,2071600,207160000,66,0,11.33,0,0,0,토프레소
과ㆍ채주스_수박 주스,20716,과ㆍ채주스,2071600,207160000,25,0.24,4.67,3,0.02,0,메가커피
과ㆍ채주스_수박파인 펀치,20716,과ㆍ채주스,2071600,207160000,73,0.48,13.25,1,0,0,토프레소
과ㆍ채주스_오곡바나나 주스,20716,과ㆍ채주스,2071600,207160000,68,1.91,3.79,9,0.59,0,메가커피
과ㆍ채주스_완전딸기 주스,20716,과ㆍ채주스,2071600,207160000,36,0.32,6.88,1,0,0,빽다방
과ㆍ채주스_완전망고 주스,20716,과ㆍ채주스,2071600,207160000,39,0.32,5.92,1,0,0,빽다방
과ㆍ채주스_초코바나나 주스,20716,과ㆍ채주스,2071600,207160000,62,1.37,6.01,22,0.47,4.57,메가커피
과ㆍ채주스_토마토 주스 병음료,20716,과ㆍ채주스,2071600,207160000,37,0.53,8.42,63,0,0,스타벅스
과ㆍ채주스_파이팅 청귤 병음료,20716,과ㆍ채주스,2071600,207160000,50,0.53,11.58,3,0,0,스타벅스
과ㆍ채주스_파인 자몽 주스,20716,과ㆍ채주스,2071600,207160000,25,0.24,4.34,57,0,0,토프레소
과ㆍ채주스_한라봉주스 병음료,20716,과ㆍ채주스,2071600,207160000,41,0.26,8.42,5,0,0,스타벅스
과ㆍ채주스_한방에 쭉 감당 병음료,20716,과ㆍ채주스,2071600,207160000,53,0.53,12.11,5,0,0,스타벅스
과ㆍ채주스_햇사과 주스 병음료,20716,과ㆍ채주스,2071600,207160000,59,0.11,14.21,5,0,0,스타벅스
과ㆍ채주스_홍시 주스,20716,과ㆍ채주스,2071600,207160000,57,0.12,13.77,7,0,0,이디야
과ㆍ채주스_딸기 바나나 주스,20716,과ㆍ채주스,2071600,207160000,68,1.69,11.48,19,0.89,0,블루샥
과ㆍ채주스_딸기 주스,20716,과ㆍ채주스,2071600,207160000,34,0.2,7.59,0,0,0,팔공티
과ㆍ채주스_딸기 주스 (R),20716,과ㆍ채주스,2071600,207160000,54,0.35,12.83,0,0.02,0,커피:니
과ㆍ채주스_리얼 수박 주스,20716,과ㆍ채주스,2071600,207160000,36,0.3,8.29,2,0,0,블루샥
과ㆍ채주스_망고 주스,20716,과ㆍ채주스,2071600,207160000,94,0.13,9.81,7,0.11,0,팔공티
과ㆍ채주스_망고 주스 (R),20716,과ㆍ채주스,2071600,207160000,56,0.2,11.7,0,0.03,0,커피:니
과ㆍ채주스_바나나 주스,20716,과ㆍ채주스,2071600,207160000,61,1.78,8.25,16,0.99,0,청자다방
과ㆍ채주스_자몽 주스,20716,과ㆍ채주스,2071600,207160000,24,0,5.35,9,0,0,달콤
과ㆍ채주스_자몽 주스 (R),20716,과ㆍ채주스,2071600,207160000,26,0.13,6.13,1,0,0,커피:니
과ㆍ채주스_키위 주스,20716,과ㆍ채주스,2071600,207160000,32,0.52,5.87,5,0.01,0,청자다방
과ㆍ채주스_키위 주스 (R),20716,과ㆍ채주스,2071600,207160000,92,0.35,21.85,1,0.01,0,커피:니
과ㆍ채주스_토마토 주스,20716,과ㆍ채주스,2071600,207160000,21,0.61,3.77,5,0.02,0,청자다방
과ㆍ채주스_한라봉 주스 (R),20716,과ㆍ채주스,2071600,207160000,45,0.08,9.23,0,0.13,0,커피:니
귤차_제주청귤 블라썸 핫(HOT),20717,귤차,2071700,207170000,49,0.14,11.02,1,0.02,0,이디야
귤차_제주청귤 오리지널 핫(HOT),20717,귤차,2071700,207170000,53,0.11,12.27,1,0.02,0,이디야
귤차_제주청귤차,20717,귤차,2071700,207170000,35,0.17,7.29,15,0,0,청자다방
귤차_청귤블랙티 아이스(ICED) (L),20717,귤차,2071700,207170000,25,0.07,5.87,0,0,0,아임일리터
귤차_청귤블랙티 아이스(ICED) (M),20717,귤차,2071700,207170000,27,0.08,6.26,0,0,0,아임일리터
귤차_청귤블랙티 핫(HOT) (L),20717,귤차,2071700,207170000,25,0.07,5.87,0,0,0,아임일리터
귤차_청귤블랙티 핫(HOT) (M),20717,귤차,2071700,207170000,27,0.08,6.26,0,0,0,아임일리터
귤차_청귤차 아이스(ICED) (L),20717,귤차,2071700,207170000,25,0.07,5.87,0,0,0,아임일리터
귤차_청귤차 아이스(ICED) (M),20717,귤차,2071700,207170000,27,0.08,6.26,0,0,0,아임일리터
귤차_청귤차 핫(HOT) (L),20717,귤차,2071700,207170000,25,0.07,5.87,0,0,0,아임일리터
귤차_청귤차 핫(HOT) (M),20717,귤차,2071700,207170000,27,0.08,6.26,0,0,0,아임일리터
기타음료_라임 모히또,20718,기타음료,2071800,207180000,39,0.07,6.45,1,0,0,메가커피
기타음료_레드 파워 스매셔 (Grande),20718,기타음료,2071800,207180000,78,0.21,14.16,8,0,5.29,스타벅스
기타음료_스타벅스 슬래머 (Grande),20718,기타음료,2071800,207180000,50,0,11.63,0,0,0,스타벅스
기타음료_미초 아이스(ICED),20718,기타음료,2071800,207180000,25,0.17,6,2,0.01,0,빽다방
기타음료_자몽 모히또,20718,기타음료,2071800,207180000,38,0.11,6.08,1,0,0,메가커피
기타음료_청포도 모히또,20718,기타음료,2071800,207180000,39,0.07,7.28,1,0,0,메가커피
기타음료_청포도플라워 아이스(ICED),20718,기타음료,2071800,207180000,40,0,9.45,1,0,0,빽다방
기타음료_논알콜 하이볼,20718,기타음료,2071800,207180000,38,0.08,8.18,2,0,0,블루샥
기타차_깔라만시,20719,기타차,2071900,207190000,32,0,7.32,0,0,0,커피에반하다
기타차_딸기티 아이스(ICED),20719,기타차,2071900,207190000,82,0.06,19.72,3,0,0,커피에반하다
기타차_딸기티 핫(HOT),20719,기타차,2071900,207190000,82,0.06,19.72,3,0,0,커피에반하다
기타차_샤인머스캣 티플레저,20719,기타차,2071900,207190000,29,0.07,5.33,17,0,0,메가커피
기타차_석류 오리지널 핫(HOT),20719,기타차,2071900,207190000,43,0,7.49,2,0.02,0,이디야
기타차_유스베리 로즈티 브리즈 아이스(ICED) (Grande),20719,기타차,2071900,207190000,25,0,5.71,3,0,2.54,스타벅스
기타차_유스베리 로즈티 브리즈 핫(HOT) (Grande),20719,기타차,2071900,207190000,35,0,8.03,4,0,4.23,스타벅스
기타차_자몽 그린티 (J),20719,기타차,2071900,207190000,12,0.15,2.3,1,0,5.99,공차
기타차_자몽 그린티 (L),20719,기타차,2071900,207190000,12,0.21,2.33,0,0,6.13,공차
기타차_제주 그린티 브리즈 (Grande),20719,기타차,2071900,207190000,47,0,6.55,0,0,8.88,스타벅스
기타차_제주 키위 오션 그린티 (Grande),20719,기타차,2071900,207190000,41,0,7.82,3,0,2.11,스타벅스
기타차_제주당근오렌지티플레저 아이스(ICED),20719,기타차,2071900,207190000,38,0.1,4.82,27,0,0,메가커피
기타차_청포도 그린티 (J),20719,기타차,2071900,207190000,29,0.15,5.84,1,0,12.29,공차
기타차_청포도 그린티 (L),20719,기타차,2071900,207190000,29,0.21,5.92,1,0,12.26,공차
기타차_청포도 그린티+알로에 (J),20719,기타차,2071900,207190000,35,0.15,7.22,2,0,18.74,공차
기타차_청포도 그린티+알로에 (L),20719,기타차,2071900,207190000,35,0.21,7.19,1,0,18.6,공차
기타차_카페오르조,20719,기타차,2071900,207190000,10,0.28,0,0,0,0,커피에반하다
기타차_폼폼 민트티 (Grande),20719,기타차,2071900,207190000,44,0,8.88,1,0,0,스타벅스
기타차_폼폼 유스베리티 (Grande),20719,기타차,2071900,207190000,44,0,8.88,1,0,2.11,스타벅스
기타차_피치우롱스위티 아이스(ICED),20719,기타차,2071900,207190000,25,0.17,5.4,1,0,11.97,빽다방
기타차_딸기차 아이스(ICED) (L),20719,기타차,2071900,207190000,32,0.06,7.61,1,0,0,아임일리터
기타차_딸기차 아이스(ICED) (M),20719,기타차,2071900,207190000,32,0.07,7.56,1,0,0,아임일리터
기타차_딸기차 핫(HOT) (L),20719,기타차,2071900,207190000,32,0.06,7.61,1,0,0,아임일리터
기타차_딸기차 핫(HOT) (M),20719,기타차,2071900,207190000,32,0.07,7.56,1,0,0,아임일리터
기타차_레몬진저 캐모마일 아이스(ICED),20719,기타차,2071900,207190000,21,0.21,3.81,1,0,0,달콤
기타차_레몬진저 캐모마일 핫(HOT),20719,기타차,2071900,207190000,21,0.21,3.81,1,0,0,달콤
기타차_레몬페퍼민트티 아이스(ICED),20719,기타차,2071900,207190000,25,0.05,5.04,0,0,0,바나프레소
기타차_레몬페퍼민트티 핫(HOT),20719,기타차,2071900,207190000,33,0.07,6.55,0,0,0,바나프레소
기타차_레몬허니블랙티 아이스(ICED),20719,기타차,2071900,207190000,34,0.1,7.66,4,0,12.62,바나프레소
기타차_레몬허니블랙티 핫(HOT),20719,기타차,2071900,207190000,44,0.14,9.96,5,0,16.41,바나프레소
기타차_매실차 아이스(ICED) (L),20719,기타차,2071900,207190000,30,0,5.87,0,0,0,아임일리터
기타차_매실차 아이스(ICED) (M),20719,기타차,2071900,207190000,29,0,5.63,0,0,0,아임일리터
기타차_매실차 핫(HOT) (L),20719,기타차,2071900,207190000,30,0,5.87,0,0,0,아임일리터
기타차_매실차 핫(HOT) (M),20719,기타차,2071900,207190000,29,0,5.63,0,0,0,아임일리터
기타차_샹그리아 프루티 아이스(ICED),20719,기타차,2071900,207190000,38,0.06,8.84,2,0,0,블루샥
기타차_샹그리아 프루티 핫(HOT),20719,기타차,2071900,207190000,44,0.08,9.89,3,0,0,블루샥
기타차_스트로베리 프룻티,20719,기타차,2071900,207190000,44,0.11,7.64,4,0,5.11,팔공티
기타차_유자 엘더베리 아이스(ICED),20719,기타차,2071900,207190000,41,0.21,7.82,12,0,0,달콤
기타차_유자 엘더베리 핫(HOT),20719,기타차,2071900,207190000,41,0.21,7.82,12,0,0,달콤
기타차_인디안 차이티 아이스(ICED),20719,기타차,2071900,207190000,0,0,0,0,0,3.09,블루샥
기타차_인디안 차이티 핫(HOT),20719,기타차,2071900,207190000,0,0,0,0,0,3.09,블루샥
기타차_자몽 블랙 프룻티,20719,기타차,2071900,207190000,37,0.1,8.35,2,0.02,11.33,팔공티
기타차_자몽히비스커스티 아이스(ICED),20719,기타차,2071900,207190000,19,0.1,4.65,1,0,0,바나프레소
기타차_자몽히비스커스티 핫(HOT),20719,기타차,2071900,207190000,25,0.13,6.05,1,0,0,바나프레소
기타차_작설차,20719,기타차,2071900,207190000,1,0.17,0,1,0,0,청자다방
기타차_제주 한라봉 블랙티 아이스(ICED),20719,기타차,2071900,207190000,41,0,7.45,4,0,6.97,달콤
기타차_체리석류 (L),20719,기타차,2071900,207190000,3,0,0,0,0,0,아임일리터
기타차_체리석류 (M),20719,기타차,2071900,207190000,2,0,0,0,0,0,아임일리터
기타차_캐모마일리치티 아이스(ICED),20719,기타차,2071900,207190000,28,0,6.75,1,0,0,바나프레소
기타차_캐모마일리치티 핫(HOT),20719,기타차,2071900,207190000,36,0.01,8.78,2,0,0,바나프레소
기타차_피치망고 (L),20719,기타차,2071900,207190000,1,0,0,0,0,0,아임일리터
기타차_피치망고 (M),20719,기타차,2071900,207190000,1,0,0,0,0,0,아임일리터
기타차_핑크 리치 프룻티,20719,기타차,2071900,207190000,51,0.04,7.4,10,0,5.11,팔공티
기타차_한라봉차 (L),20719,기타차,2071900,207190000,35,0.05,7.18,0,0.1,0,커피:니
기타차_한라봉차 (R),20719,기타차,2071900,207190000,45,0.08,9.23,0,0.13,0,커피:니
기타차_화이트 템플티 아이스(ICED),20719,기타차,2071900,207190000,0,0,0,0,0,3.55,블루샥
기타차_화이트 템플티 핫(HOT),20719,기타차,2071900,207190000,0,0,0,0,0,3.55,블루샥
녹차_그린티 아이스(ICED),20721,녹차,2072100,207210000,0,0,0,0,0,0.39,커피에반하다
녹차_녹차 아이스(ICED),20721,녹차,2072100,207210000,0,0.04,0,0,0,11.06,메가커피
녹차_녹차 아이스(ICED),20721,녹차,2072100,207210000,0,0,0,0,0,4.03,토프레소
녹차_녹차 핫(HOT),20721,녹차,2072100,207210000,0,0.03,0,1,0,11.05,메가커피
녹차_녹차 핫(HOT),20721,녹차,2072100,207210000,0,0,0,0,0,8.12,토프레소
녹차_자스민 그린티 아이스(ICED) (J),20721,녹차,2072100,207210000,2,0.15,0,0,0,15.82,공차
녹차_자스민 그린티 아이스(ICED) (L),20721,녹차,2072100,207210000,2,0.21,0,0,0,21.78,공차
녹차_자스민 그린티 핫(HOT) (J),20721,녹차,2072100,207210000,2,0.21,0,0,0,24.95,공차
녹차_자스민 그린티 핫(HOT) (L),20721,녹차,2072100,207210000,2,0.24,0,0,0,34.3,공차
녹차_제주 유기 녹차 아이스(ICED) (Tall),20721,녹차,2072100,207210000,0,0,0,0,0,4.51,스타벅스
녹차_제주 유기 녹차 핫(HOT) (Tall),20721,녹차,2072100,207210000,0,0,0,0,0,4.51,스타벅스
녹차_프레시그린티 아이스(ICED),20721,녹차,2072100,207210000,1,0,0,0,0,6.52,이디야
녹차_프레시그린티 핫(HOT),20721,녹차,2072100,207210000,1,0,0,0,0,6.52,이디야
녹차_그린티 아이스(ICED) (R),20721,녹차,2072100,207210000,2,0.19,0.01,0,0.02,19.1,커피:니
녹차_그린티 핫(HOT) (R),20721,녹차,2072100,207210000,1,0.11,0.01,0,0,11.24,커피:니
녹차_자스민 그린티 아이스(ICED),20721,녹차,2072100,207210000,4,0.03,0.73,1,0,3.73,팔공티
녹차_자스민 그린티 핫(HOT),20721,녹차,2072100,207210000,6,0.05,1.06,1,0,7.18,팔공티
녹차_하동 녹차 아이스(ICED),20721,녹차,2072100,207210000,0,0,0,1,0,13.11,달콤
녹차_하동 녹차 핫(HOT),20721,녹차,2072100,207210000,0,0,0,1,0,13.11,달콤
대추차_사과 대추차,20722,대추차,2072200,207220000,30,0,6.49,3,0,0,토프레소
대추차_대추차 아이스(ICED) (L),20722,대추차,2072200,207220000,53,0,11.73,5,0,0,아임일리터
대추차_대추차 아이스(ICED) (M),20722,대추차,2072200,207220000,56,0,12.55,5,0,0,아임일리터
대추차_대추차 핫(HOT) (L),20722,대추차,2072200,207220000,53,0,11.73,5,0,0,아임일리터
대추차_대추차 핫(HOT) (M),20722,대추차,2072200,207220000,56,0,12.55,5,0,0,아임일리터
라떼_고구마 라떼 아이스(ICED),20723,라떼,2072300,207230000,79,1.76,8.23,25,1.21,0,이디야
라떼_고구마 라떼 아이스(ICED),20723,라떼,2072300,207230000,81,1.69,8.67,24,1.2,0,토프레소
라떼_고구마 라떼 핫(HOT),20723,라떼,2072300,207230000,79,1.76,8.23,25,1.21,0,이디야
라떼_고구마 라떼 핫(HOT),20723,라떼,2072300,207230000,88,1.82,9.35,26,1.3,0,토프레소
라떼_고구마 라떼 아이스(ICED),20723,라떼,2072300,207230000,42,1.1,3.65,12,0.64,0,메가커피
라떼_고구마 라떼 핫(HOT),20723,라떼,2072300,207230000,53,1.61,3.18,16,0.85,0,메가커피
라떼_곡물 라떼 아이스(ICED),20723,라떼,2072300,207230000,66,2.71,4.45,15,0.86,0,메가커피
라떼_곡물 라떼 핫(HOT),20723,라떼,2072300,207230000,66,2.79,2.59,16,0.91,0,메가커피
라떼_곶감 라떼 아이스(ICED),20723,라떼,2072300,207230000,48,2.25,7.04,23,1.13,0,커피에반하다
라떼_곶감 라떼 핫(HOT),20723,라떼,2072300,207230000,52,2.25,7.32,25,1.13,0,커피에반하다
라떼_그린티 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,66,1.48,9.51,27,0.93,12.47,투썸플레이스
라떼_그린티 라떼 아이스(ICED) (Max),20723,라떼,2072300,207230000,62,1.35,8.97,25,0.88,12.52,투썸플레이스
라떼_그린티 라떼 아이스(ICED) (R),20723,라떼,2072300,207230000,58,1.21,8.45,23,0.82,10.63,투썸플레이스
라떼_그린티 라떼 아이스(ICED),20723,라떼,2072300,207230000,56,1.69,7.63,26,1.19,14.12,할리스
라떼_그린티 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,71,2.54,8.88,34,1.48,12.47,투썸플레이스
라떼_그린티 라떼 핫(HOT) (R),20723,라떼,2072300,207230000,77,2.82,9.86,37,1.69,12.39,투썸플레이스
라떼_그린티 라떼 핫(HOT),20723,라떼,2072300,207230000,73,2.54,8.76,39,1.81,14.12,할리스
라떼_꿀 딸기 라떼,20723,라떼,2072300,207230000,49,1.18,5.55,13,0.5,0,토프레소
라떼_꿀 망고 라떼,20723,라떼,2072300,207230000,57,0.84,9.58,16,0.5,0,토프레소
라떼_꿀 복숭아 라떼,20723,라떼,2072300,207230000,54,0.84,8.74,15,0.5,0,토프레소
라떼_꿀 자몽 라떼,20723,라떼,2072300,207230000,66,0.84,10.76,13,0.5,0,토프레소
라떼_녹차 라떼 아이스(ICED) (EX),20723,라떼,2072300,207230000,52,1.49,6.98,23,1.02,12.92,이디야
라떼_녹차 라떼 아이스(ICED),20723,라떼,2072300,207230000,45,1.36,5.85,21,0.93,10.4,이디야
라떼_녹차 라떼 아이스(ICED),20723,라떼,2072300,207230000,48,1.45,6.51,26,1.2,13.25,토프레소
라떼_녹차 라떼 핫(HOT) (EX),20723,라떼,2072300,207230000,72,2.41,8.36,38,1.71,12.92,이디야
라떼_녹차 라떼 핫(HOT),20723,라떼,2072300,207230000,58,1.94,6.72,31,1.37,10.4,이디야
라떼_녹차 라떼 핫(HOT),20723,라떼,2072300,207230000,51,1.56,7.01,28,1.3,14.29,토프레소
라떼_녹차 라떼 아이스(ICED),20723,라떼,2072300,207230000,49,1.44,3.59,9,0.81,22.99,메가커피
라떼_녹차 라떼 아이스(ICED),20723,라떼,2072300,207230000,60,1.5,8.17,19,1,25.33,빽다방
라떼_녹차 라떼 핫(HOT),20723,라떼,2072300,207230000,47,1.54,2.42,14,0.74,19.37,메가커피
라떼_녹차 라떼 핫(HOT),20723,라떼,2072300,207230000,120,3,15.75,39,1.75,52,빽다방
라떼_달고나 라떼 아이스(ICED),20723,라떼,2072300,207230000,64,1.45,9.24,30,1.07,0,이디야
라떼_달고나 라떼 핫(HOT),20723,라떼,2072300,207230000,67,1.45,9.9,33,1.04,0,이디야
라떼_달콤 구름 라떼,20723,라떼,2072300,207230000,44,1.2,6.02,31,1.2,20.96,토프레소
라떼_더블 토피넛 라떼 아이스(ICED),20723,라떼,2072300,207230000,113,1.45,10.63,59,5.8,4.59,이디야
라떼_더블 토피넛 라떼 핫(HOT),20723,라떼,2072300,207230000,123,1.93,11.35,67,5.07,4.59,이디야
라떼_도넛파티 라떼,20723,라떼,2072300,207230000,181,2.03,22.34,13,4.57,0,커피에반하다
라떼_딸기 그린티 라떼,20723,라떼,2072300,207230000,60,1.93,7.71,26,1.2,9.88,토프레소
라떼_딸기 초코 라떼,20723,라떼,2072300,207230000,80,2.17,10.6,40,1.2,3.61,토프레소
라떼_딸기 라떼 아이스(ICED),20723,라떼,2072300,207230000,62,0.98,8,8,0.51,0,메가커피
라떼_로얄 밀크티 라떼 아이스(ICED),20723,라떼,2072300,207230000,43,1.12,3.42,12,0.71,19.98,메가커피
라떼_로얄 밀크티 라떼 핫(HOT),20723,라떼,2072300,207230000,39,1.4,2.49,14,0.76,17.97,메가커피
라떼_마카롱파티 라떼,20723,라떼,2072300,207230000,229,2.54,12.01,17,13.03,0,커피에반하다
라떼_메가초코 라떼 아이스(ICED),20723,라떼,2072300,207230000,67,1.27,6.67,26,1.59,7.53,메가커피
라떼_메가초코 라떼 핫(HOT),20723,라떼,2072300,207230000,86,2.01,5.3,37,2.03,8.76,메가커피
라떼_민트 초콜릿 아이스(ICED),20723,라떼,2072300,207230000,74,2.41,8.43,43,1.69,4.34,토프레소
라떼_민트 초콜릿 핫(HOT),20723,라떼,2072300,207230000,80,2.6,9.09,46,1.82,4.68,토프레소
라떼_민트초코 아이스(ICED),20723,라떼,2072300,207230000,89,1.41,12.99,41,1.98,0.28,할리스
라떼_민트초코 핫(HOT),20723,라떼,2072300,207230000,118,2.54,15.25,63,2.99,0.28,할리스
라떼_민트초코 라떼 아이스(ICED),20723,라떼,2072300,207230000,71,1.86,6.14,30,1.57,0,빽다방
라떼_민트초코 라떼 아이스(ICED),20723,라떼,2072300,207230000,70,2.82,8.45,34,1.69,0.85,커피에반하다
라떼_민트초코 라떼 핫(HOT),20723,라떼,2072300,207230000,127,3.38,17.85,58,3.38,0,빽다방
라떼_민트초코 라떼 핫(HOT),20723,라떼,2072300,207230000,77,3.38,9.01,40,1.97,0.85,커피에반하다
라떼_민트초콜릿 아이스(ICED),20723,라떼,2072300,207230000,84,1.58,7.07,32,4.09,5.16,이디야
라떼_민트초콜릿 핫(HOT),20723,라떼,2072300,207230000,90,2.07,7.61,40,4.06,5.16,이디야
라떼_민트크림초코 라떼 아이스(ICED),20723,라떼,2072300,207230000,60,1.18,5.04,18,1.69,2.79,메가커피
라떼_민트크림초코 라떼 핫(HOT),20723,라떼,2072300,207230000,67,1.57,4.94,22,1.73,3.15,메가커피
라떼_밀크티 라떼 아이스(ICED),20723,라떼,2072300,207230000,56,1.69,7.63,27,1.19,0,할리스
라떼_밀크티 라떼 핫(HOT),20723,라떼,2072300,207230000,72,2.54,9.04,40,1.78,0,할리스
라떼_버블흑당 라떼,20723,라떼,2072300,207230000,64,0.97,9.42,19,0.77,0,이디야
라떼_블랙펄 라떼 아이스(ICED),20723,라떼,2072300,207230000,63,1.28,8.13,17,1.12,0,빽다방
라떼_생딸기 라떼,20723,라떼,2072300,207230000,52,1.21,6.76,18,0.8,0,이디야
라떼_슈파티 라떼,20723,라떼,2072300,207230000,127,2.54,10.32,17,4.57,0,커피에반하다
라떼_아이스버블 밀크티 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,82,1.69,12.26,26,0.78,12.47,투썸플레이스
라떼_아이스버블 밀크티 라떼 아이스(ICED) (R),20723,라떼,2072300,207230000,74,1.45,10.87,24,0.7,10.63,투썸플레이스
라떼_오레오초코 라떼 아이스(ICED),20723,라떼,2072300,207230000,82,1.52,4.77,41,2.01,3.96,메가커피
라떼_우리 고구마 라떼 아이스(ICED),20723,라떼,2072300,207230000,67,1.69,7.34,30,1.33,0,할리스
라떼_우리 고구마 라떼 핫(HOT),20723,라떼,2072300,207230000,93,2.54,10.17,42,1.84,0,할리스
라떼_이곡 라떼 아이스(ICED),20723,라떼,2072300,207230000,57,2.11,5.9,22,1.02,0,이디야
라떼_이곡 라떼 핫(HOT),20723,라떼,2072300,207230000,67,2.62,6.66,31,1.4,0,이디야
라떼_잉글리쉬 브렉퍼스트 라떼 핫(HOT),20723,라떼,2072300,207230000,66,1.69,9.94,59,1.48,26.43,커피빈
라떼_제주 까망 라떼 아이스(ICED) (Grande),20723,라떼,2072300,207230000,93,2.11,9.51,44,2.33,0,스타벅스
라떼_제주 까망 라떼 핫(HOT) (Grande),20723,라떼,2072300,207230000,94,2.75,10.36,53,1.48,0,스타벅스
라떼_제주 쑥쑥 라떼 핫(HOT) (Grande),20723,라떼,2072300,207230000,90,3.38,10.57,44,1.9,0,스타벅스
라떼_제주 유기농 말차로 만든 라떼 아이스(ICED) (Tall),20723,라떼,2072300,207230000,44,1.69,4.51,27,1.01,16.9,스타벅스
라떼_제주 유기농 말차로 만든 라떼 핫(HOT) (Tall),20723,라떼,2072300,207230000,58,2.54,5.63,37,1.41,16.9,스타벅스
라떼_제주 첫물 차광 녹차 라떼 아이스(ICED),20723,라떼,2072300,207230000,84,2.54,14.38,46,0.85,16.07,커피빈
라떼_제주 첫물 차광 녹차 라떼 핫(HOT),20723,라떼,2072300,207230000,96,3.38,15.86,61,0.85,18.82,커피빈
라떼_차이 라떼 아이스(ICED),20723,라떼,2072300,207230000,68,1.9,10.36,63,1.48,18.82,커피빈
라떼_차이 라떼 핫(HOT),20723,라떼,2072300,207230000,66,1.69,9.94,59,1.48,18.82,커피빈
라떼_차이티 라떼 아이스(ICED) (Tall),20723,라떼,2072300,207230000,54,1.41,8.73,20,0.85,19.72,스타벅스
라떼_차이티 라떼 핫(HOT) (Tall),20723,라떼,2072300,207230000,56,1.69,8.73,20,0.85,19.72,스타벅스
라떼_초코 라떼 아이스(ICED),20723,라떼,2072300,207230000,62,1.6,8.96,20,1.12,0,빽다방
라떼_초코 라떼 핫(HOT),20723,라떼,2072300,207230000,105,2.77,13.85,33,1.85,0,빽다방
라떼_초코바나나 라떼 아이스(ICED),20723,라떼,2072300,207230000,84,3.1,10.42,28,2.25,0.28,커피에반하다
라떼_초코바나나 라떼 핫(HOT),20723,라떼,2072300,207230000,91,3.66,10.7,34,2.54,0.28,커피에반하다
라떼_초콜릿 아이스(ICED) (EX),20723,라떼,2072300,207230000,71,1.67,6.69,28,2.79,2.44,이디야
라떼_초콜릿 아이스(ICED),20723,라떼,2072300,207230000,78,1.53,6.21,35,3.74,2.07,이디야
라떼_초콜릿 핫(HOT) (EX),20723,라떼,2072300,207230000,87,2.58,7.93,43,3.22,2.44,이디야
라떼_초콜릿 핫(HOT),20723,라떼,2072300,207230000,84,2.05,7.19,37,3.72,2.07,이디야
